Date,DrawNo,Time,Mark,Line,Suit
29/06/2001,4303,Midday,3,3,3 suit
29/06/2001,4304,Evening,3,3,3 suit
30/06/2001,4305,Midday,3,3,3 suit
30/06/2001,4306,Evening,8,8,8 suit
02/07/2001,4307,Midday,25,7,5 suit
02/07/2001,4308,Evening,8,8,8 suit
03/07/2001,4309,Midday,19,1,9 suit
03/07/2001,4310,Evening,9,9,9 suit
04/07/2001,4311,Midday,13,4,3 suit
04/07/2001,4312,Evening,32,5,2 suit
05/07/2001,4313,Midday,12,3,2 suit
05/07/2001,4314,Evening,29,2,9 suit
06/07/2001,4315,Midday,32,5,2 suit
06/07/2001,4316,Evening,28,1,8 suit
07/07/2001,4317,Midday,2,2,2 suit
07/07/2001,4318,Evening,10,1,0s
09/07/2001,4319,Midday,35,8,5 suit
09/07/2001,4320,Evening,9,9,9 suit
10/07/2001,4321,Midday,17,8,7 suit
10/07/2001,4322,Evening,25,7,5 suit
11/07/2001,4323,Midday,33,6,3 suit
11/07/2001,4324,Evening,7,7,7 suit
12/07/2001,4325,Midday,32,5,2 suit
12/07/2001,4326,Evening,16,7,6 suit
13/07/2001,4327,Midday,19,1,9 suit
13/07/2001,4328,Evening,17,8,7 suit
14/07/2001,4329,Midday,7,7,7 suit
14/07/2001,4330,Evening,22,4,2 suit
16/07/2001,4331,Midday,5,5,5 suit
16/07/2001,4332,Evening,25,7,5 suit
17/07/2001,4333,Midday,4,4,4 suit
17/07/2001,4334,Evening,2,2,2 suit
18/07/2001,4335,Midday,23,5,3 suit
18/07/2001,4336,Evening,35,8,5 suit
19/07/2001,4337,Midday,21,3,1 suit
19/07/2001,4338,Evening,12,3,2 suit
20/07/2001,4339,Midday,10,1,0s
20/07/2001,4340,Evening,5,5,5 suit
21/07/2001,4341,Midday,13,4,3 suit
21/07/2001,4342,Evening,19,1,9 suit
23/07/2001,4343,Midday,14,5,4 suit
23/07/2001,4344,Evening,28,1,8 suit
24/07/2001,4345,Midday,23,5,3 suit
24/07/2001,4346,Evening,8,8,8 suit
25/07/2001,4347,Midday,2,2,2 suit
25/07/2001,4348,Evening,9,9,9 suit
26/07/2001,4349,Midday,36,9,6 suit
26/07/2001,4350,Evening,29,2,9 suit
27/07/2001,4351,Midday,2,2,2 suit
27/07/2001,4352,Evening,12,3,2 suit
28/07/2001,4353,Midday,18,9,8 suit
28/07/2001,4354,Evening,29,2,9 suit
30/07/2001,4355,Midday,25,7,5 suit
30/07/2001,4356,Evening,5,5,5 suit
31/07/2001,4357,Midday,4,4,4 suit
31/07/2001,4358,Evening,28,1,8 suit
01/08/2001,4359,Midday,3,3,3 suit
01/08/2001,4360,Evening,9,9,9 suit
02/08/2001,4361,Midday,9,9,9 suit
02/08/2001,4362,Evening,1,1,1 suit
03/08/2001,4363,Midday,10,1,0s
03/08/2001,4364,Evening,22,4,2 suit
04/08/2001,4365,Midday,11,2,1 suit
04/08/2001,4366,Evening,28,1,8 suit
06/08/2001,4367,Midday,15,6,5 suit
06/08/2001,4368,Evening,3,3,3 suit
07/08/2001,4369,Midday,21,3,1 suit
07/08/2001,4370,Evening,19,1,9 suit
08/08/2001,4371,Midday,20,2,0s
08/08/2001,4372,Evening,13,4,3 suit
09/08/2001,4373,Midday,16,7,6 suit
09/08/2001,4374,Evening,10,1,0s
10/08/2001,4375,Midday,24,6,4 suit
10/08/2001,4376,Evening,33,6,3 suit
11/08/2001,4377,Midday,12,3,2 suit
11/08/2001,4378,Evening,32,5,2 suit
13/08/2001,4379,Midday,12,3,2 suit
13/08/2001,4380,Evening,28,1,8 suit
14/08/2001,4381,Midday,2,2,2 suit
14/08/2001,4382,Evening,27,9,7 suit
15/08/2001,4383,Midday,17,8,7 suit
15/08/2001,4384,Evening,12,3,2 suit
16/08/2001,4385,Midday,34,7,4 suit
16/08/2001,4386,Evening,35,8,5 suit
17/08/2001,4387,Midday,28,1,8 suit
17/08/2001,4388,Evening,19,1,9 suit
18/08/2001,4389,Midday,30,3,0s
18/08/2001,4390,Evening,23,5,3 suit
20/08/2001,4391,Midday,14,5,4 suit
20/08/2001,4392,Evening,19,1,9 suit
21/08/2001,4393,Midday,29,2,9 suit
21/08/2001,4394,Evening,4,4,4 suit
22/08/2001,4395,Midday,21,3,1 suit
22/08/2001,4396,Evening,30,3,0s
23/08/2001,4397,Midday,13,4,3 suit
23/08/2001,4398,Evening,32,5,2 suit
24/08/2001,4399,Midday,27,9,7 suit
24/08/2001,4400,Evening,22,4,2 suit
25/08/2001,4401,Midday,25,7,5 suit
25/08/2001,4402,Evening,23,5,3 suit
27/08/2001,4403,Midday,26,8,6 suit
27/08/2001,4404,Evening,21,3,1 suit
28/08/2001,4405,Midday,5,5,5 suit
28/08/2001,4406,Evening,25,7,5 suit
29/08/2001,4407,Midday,17,8,7 suit
29/08/2001,4408,Evening,5,5,5 suit
30/08/2001,4409,Midday,30,3,0s
30/08/2001,4410,Evening,1,1,1 suit
31/08/2001,4411,Midday,14,5,4 suit
31/08/2001,4412,Evening,10,1,0s
01/10/2001,4463,Midday,18,9,8 suit
01/10/2001,4464,Evening,20,2,0s
02/10/2001,4465,Midday,13,4,3 suit
02/10/2001,4466,Evening,24,6,4 suit
03/10/2001,4467,Midday,21,3,1 suit
03/10/2001,4468,Evening,8,8,8 suit
04/10/2001,4469,Midday,32,5,2 suit
04/10/2001,4470,Evening,12,3,2 suit
05/10/2001,4471,Midday,35,8,5 suit
05/10/2001,4472,Evening,11,2,1 suit
06/10/2001,4473,Midday,20,2,0s
06/10/2001,4474,Evening,31,4,1 suit
08/10/2001,4475,Midday,9,9,9 suit
08/10/2001,4476,Evening,11,2,1 suit
09/10/2001,4477,Midday,3,3,3 suit
09/10/2001,4478,Evening,7,7,7 suit
10/10/2001,4479,Midday,10,1,0s
10/10/2001,4480,Evening,12,3,2 suit
11/10/2001,4481,Midday,15,6,5 suit
11/10/2001,4482,Evening,8,8,8 suit
12/10/2001,4483,Midday,28,1,8 suit
12/10/2001,4484,Evening,14,5,4 suit
13/10/2001,4485,Midday,14,5,4 suit
13/10/2001,4486,Evening,22,4,2 suit
15/10/2001,4487,Midday,6,6,6 suit
15/10/2001,4488,Evening,27,9,7 suit
16/10/2001,4489,Midday,24,6,4 suit
16/10/2001,4490,Evening,27,9,7 suit
17/10/2001,4491,Midday,1,1,1 suit
17/10/2001,4492,Evening,5,5,5 suit
18/10/2001,4493,Midday,4,4,4 suit
18/10/2001,4494,Evening,33,6,3 suit
19/10/2001,4495,Midday,11,2,1 suit
19/10/2001,4496,Evening,31,4,1 suit
20/10/2001,4497,Midday,7,7,7 suit
20/10/2001,4498,Evening,6,6,6 suit
22/10/2001,4499,Midday,3,3,3 suit
22/10/2001,4500,Evening,19,1,9 suit
23/10/2001,4501,Midday,10,1,0s
23/10/2001,4502,Evening,30,3,0s
24/10/2001,4503,Midday,9,9,9 suit
24/10/2001,4504,Evening,10,1,0s
25/10/2001,4505,Midday,8,8,8 suit
25/10/2001,4506,Evening,28,1,8 suit
26/10/2001,4507,Midday,33,6,3 suit
26/10/2001,4508,Evening,11,2,1 suit
27/10/2001,4509,Midday,6,6,6 suit
27/10/2001,4510,Evening,1,1,1 suit
29/10/2001,4511,Midday,36,9,6 suit
29/10/2001,4512,Evening,31,4,1 suit
30/10/2001,4513,Midday,6,6,6 suit
30/10/2001,4514,Evening,9,9,9 suit
31/10/2001,4515,Midday,15,6,5 suit
31/10/2001,4516,Evening,1,1,1 suit
01/11/2001,4517,Midday,8,8,8 suit
01/11/2001,4518,Evening,29,2,9 suit
02/11/2001,4519,Midday,18,9,8 suit
02/11/2001,4520,Evening,25,7,5 suit
03/11/2001,4521,Midday,24,6,4 suit
03/11/2001,4522,Evening,30,3,0s
05/11/2001,4523,Midday,36,9,6 suit
05/11/2001,4524,Evening,29,2,9 suit
06/11/2001,4525,Midday,20,2,0s
06/11/2001,4526,Evening,16,7,6 suit
07/11/2001,4527,Midday,21,3,1 suit
07/11/2001,4528,Evening,3,3,3 suit
08/11/2001,4529,Midday,9,9,9 suit
08/11/2001,4530,Evening,29,2,9 suit
09/11/2001,4531,Midday,33,6,3 suit
09/11/2001,4532,Evening,13,4,3 suit
10/11/2001,4533,Midday,17,8,7 suit
10/11/2001,4534,Evening,24,6,4 suit
12/11/2001,4535,Midday,8,8,8 suit
12/11/2001,4536,Evening,13,4,3 suit
13/11/2001,4537,Midday,12,3,2 suit
13/11/2001,4538,Evening,13,4,3 suit
15/11/2001,4539,Midday,1,1,1 suit
15/11/2001,4540,Evening,11,2,1 suit
16/11/2001,4541,Midday,19,1,9 suit
16/11/2001,4542,Evening,25,7,5 suit
17/11/2001,4543,Midday,8,8,8 suit
17/11/2001,4544,Evening,30,3,0s
19/11/2001,4545,Midday,4,4,4 suit
19/11/2001,4546,Evening,6,6,6 suit
20/11/2001,4547,Midday,13,4,3 suit
20/11/2001,4548,Evening,16,7,6 suit
21/11/2001,4549,Midday,14,5,4 suit
21/11/2001,4550,Evening,30,3,0s
22/11/2001,4551,Midday,30,3,0s
22/11/2001,4552,Evening,10,1,0s
23/11/2001,4553,Midday,19,1,9 suit
23/11/2001,4554,Evening,7,7,7 suit
24/11/2001,4555,Midday,25,7,5 suit
24/11/2001,4556,Evening,28,1,8 suit
26/11/2001,4557,Midday,36,9,6 suit
26/11/2001,4558,Evening,7,7,7 suit
27/11/2001,4559,Midday,34,7,4 suit
27/11/2001,4560,Evening,32,5,2 suit
28/11/2001,4561,Midday,27,9,7 suit
28/11/2001,4562,Evening,34,7,4 suit
29/11/2001,4563,Midday,18,9,8 suit
29/11/2001,4564,Evening,32,5,2 suit
30/11/2001,4565,Midday,33,6,3 suit
30/11/2001,4566,,8,8,8 suit
01/12/2001,4567,Midday,22,4,2 suit
01/12/2001,4568,Evening,4,4,4 suit
03/12/2001,4569,Midday,21,3,1 suit
03/12/2001,4570,Evening,17,8,7 suit
04/12/2001,4571,Midday,12,3,2 suit
04/12/2001,4572,Evening,2,2,2 suit
05/12/2001,4573,Midday,23,5,3 suit
05/12/2001,4574,Evening,12,3,2 suit
06/12/2001,4575,Midday,23,5,3 suit
06/12/2001,4576,Evening,27,9,7 suit
07/12/2001,4577,Midday,36,9,6 suit
07/12/2001,4578,Evening,10,1,0s
08/12/2001,4579,Midday,31,4,1 suit
08/12/2001,4580,Evening,15,6,5 suit
10/12/2001,4581,Midday,15,6,5 suit
10/12/2001,4582,Evening,5,5,5 suit
11/12/2001,4583,Midday,7,7,7 suit
11/12/2001,4584,Evening,4,4,4 suit
12/12/2001,4585,Midday,36,9,6 suit
12/12/2001,4586,Evening,28,1,8 suit
13/12/2001,4587,Midday,8,8,8 suit
13/12/2001,4588,Evening,2,2,2 suit
14/12/2001,4589,Midday,4,4,4 suit
14/12/2001,4590,Evening,8,8,8 suit
15/12/2001,4591,Midday,15,6,5 suit
15/12/2001,4592,Evening,27,9,7 suit
18/12/2001,4593,Midday,5,5,5 suit
18/12/2001,4594,Evening,8,8,8 suit
19/12/2001,4595,Midday,30,3,0s
19/12/2001,4596,Evening,14,5,4 suit
20/12/2001,4597,Midday,29,2,9 suit
20/12/2001,4598,Evening,18,9,8 suit
21/12/2001,4599,Midday,34,7,4 suit
21/12/2001,4600,Evening,5,5,5 suit
22/12/2001,4601,Midday,12,3,2 suit
22/12/2001,4602,Evening,36,9,6 suit
24/12/2001,4603,Midday,19,1,9 suit
24/12/2001,4604,Evening,3,3,3 suit
26/12/2001,4605,Midday,34,7,4 suit
26/12/2001,4606,Evening,7,7,7 suit
27/12/2001,4607,Midday,7,7,7 suit
27/12/2001,4608,Evening,21,3,1 suit
28/12/2001,4609,Midday,3,3,3 suit
28/12/2001,4610,Evening,24,6,4 suit
29/12/2001,4611,Midday,25,7,5 suit
29/12/2001,4612,Evening,1,1,1 suit
31/12/2001,4613,Midday,22,4,2 suit
31/12/2001,4614,Evening,14,5,4 suit
01/01/2002,4615,Midday,25,7,5 suit
01/01/2002,4616,Evening,27,9,7 suit
02/01/2002,4617,Midday,22,4,2 suit
02/01/2002,4618,Evening,13,4,3 suit
03/01/2002,4619,Midday,13,4,3 suit
03/01/2002,4620,Evening,14,5,4 suit
04/01/2002,4621,Midday,16,7,6 suit
04/01/2002,4622,Evening,28,1,8 suit
05/01/2002,4623,Midday,6,6,6 suit
05/01/2002,4624,Evening,23,5,3 suit
07/01/2002,4625,Midday,34,7,4 suit
07/01/2002,4626,Evening,14,5,4 suit
08/01/2002,4627,Midday,28,1,8 suit
08/01/2002,4628,Evening,10,1,0s
09/01/2002,4629,Midday,5,5,5 suit
09/01/2002,4630,Evening,7,7,7 suit
10/01/2002,4631,Midday,7,7,7 suit
10/01/2002,4632,Evening,36,9,6 suit
11/01/2002,4633,Midday,17,8,7 suit
11/01/2002,4634,Evening,16,7,6 suit
12/01/2002,4635,Midday,14,5,4 suit
12/01/2002,4636,Evening,25,7,5 suit
14/01/2002,4637,Midday,27,9,7 suit
14/01/2002,4638,Evening,21,3,1 suit
15/01/2002,4639,Midday,29,2,9 suit
15/01/2002,4640,Evening,7,7,7 suit
16/01/2002,4641,Midday,1,1,1 suit
16/01/2002,4642,Evening,35,8,5 suit
17/01/2002,4643,Midday,34,7,4 suit
17/01/2002,4644,Evening,10,1,0s
18/01/2002,4645,Midday,24,6,4 suit
18/01/2002,4646,Evening,2,2,2 suit
19/01/2002,4647,Midday,13,4,3 suit
19/01/2002,4648,Evening,16,7,6 suit
21/01/2002,4649,Midday,25,7,5 suit
21/01/2002,4650,Evening,5,5,5 suit
22/01/2002,4651,Midday,1,1,1 suit
22/01/2002,4652,Evening,14,5,4 suit
23/01/2002,4653,Midday,7,7,7 suit
23/01/2002,4654,Evening,9,9,9 suit
24/01/2002,4655,Midday,16,7,6 suit
24/01/2002,4656,Evening,21,3,1 suit
25/01/2002,4657,Midday,35,8,5 suit
25/01/2002,4658,Evening,16,7,6 suit
26/01/2002,4659,Midday,6,6,6 suit
26/01/2002,4660,Evening,31,4,1 suit
28/01/2002,4661,Midday,23,5,3 suit
28/01/2002,4662,Evening,13,4,3 suit
29/01/2002,4663,Midday,30,3,0s
29/01/2002,4664,Evening,2,2,2 suit
30/01/2002,4665,Midday,22,4,2 suit
30/01/2002,4666,Evening,35,8,5 suit
31/01/2002,4667,Midday,2,2,2 suit
31/01/2002,4668,Evening,25,7,5 suit
01/02/2002,4669,Midday,13,4,3 suit
01/02/2002,4670,Evening,34,7,4 suit
02/02/2002,4671,Midday,32,5,2 suit
02/02/2002,4672,Evening,6,6,6 suit
04/02/2002,4673,Midday,23,5,3 suit
04/02/2002,4674,Evening,32,5,2 suit
05/02/2002,4675,Midday,1,1,1 suit
05/02/2002,4676,Evening,1,1,1 suit
06/02/2002,4677,Midday,13,4,3 suit
06/02/2002,4678,Evening,31,4,1 suit
07/02/2002,4679,Midday,14,5,4 suit
07/02/2002,4680,Evening,25,7,5 suit
08/02/2002,4681,Midday,16,7,6 suit
08/02/2002,4682,Evening,25,7,5 suit
09/02/2002,4683,Midday,15,6,5 suit
09/02/2002,4684,Evening,5,5,5 suit
11/02/2002,4685,Midday,10,1,0s
11/02/2002,4686,Evening,28,1,8 suit
12/02/2002,4687,Midday,34,7,4 suit
12/02/2002,4688,Evening,11,2,1 suit
13/02/2002,4689,Midday,10,1,0s
13/02/2002,4690,Evening,6,6,6 suit
14/02/2002,4691,Midday,36,9,6 suit
14/02/2002,4692,Evening,26,8,6 suit
15/02/2002,4693,Midday,13,4,3 suit
15/02/2002,4694,Evening,12,3,2 suit
16/02/2002,4695,Midday,2,2,2 suit
16/02/2002,4696,Evening,1,1,1 suit
18/02/2002,4697,Midday,17,8,7 suit
18/02/2002,4698,Evening,36,9,6 suit
19/02/2002,4699,Midday,5,5,5 suit
19/02/2002,4700,Evening,25,7,5 suit
20/02/2002,4701,Midday,26,8,6 suit
20/02/2002,4702,Evening,32,5,2 suit
21/02/2002,4703,Midday,20,2,0s
21/02/2002,4704,Evening,5,5,5 suit
22/02/2002,4705,Midday,5,5,5 suit
22/02/2002,4706,Evening,21,3,1 suit
23/02/2002,4707,Midday,24,6,4 suit
23/02/2002,4708,Evening,8,8,8 suit
25/02/2002,4709,Midday,15,6,5 suit
25/02/2002,4710,Evening,34,7,4 suit
26/02/2002,4711,Midday,13,4,3 suit
26/02/2002,4712,Evening,28,1,8 suit
27/02/2002,4713,Midday,18,9,8 suit
27/02/2002,4714,Evening,34,7,4 suit
28/02/2002,4715,Midday,27,9,7 suit
28/02/2002,4716,Evening,22,4,2 suit
01/03/2002,4717,Midday,18,9,8 suit
01/03/2002,4718,Evening,5,5,5 suit
02/03/2002,4719,Midday,25,7,5 suit
02/03/2002,4720,Evening,28,1,8 suit
04/03/2002,4721,Midday,4,4,4 suit
04/03/2002,4722,Evening,25,7,5 suit
05/03/2002,4723,Midday,6,6,6 suit
05/03/2002,4724,Evening,22,4,2 suit
06/03/2002,4725,Midday,22,4,2 suit
06/03/2002,4726,Evening,22,4,2 suit
07/03/2002,4727,Midday,29,2,9 suit
07/03/2002,4728,Evening,9,9,9 suit
08/03/2002,4729,Midday,29,2,9 suit
08/03/2002,4730,Evening,30,3,0s
09/03/2002,4731,Midday,11,2,1 suit
09/03/2002,4732,Evening,8,8,8 suit
11/03/2002,4733,Midday,31,4,1 suit
11/03/2002,4734,Evening,14,5,4 suit
12/03/2002,4735,Midday,5,5,5 suit
12/03/2002,4736,Evening,12,3,2 suit
13/03/2002,4737,Midday,5,5,5 suit
13/03/2002,4738,Evening,13,4,3 suit
14/03/2002,4739,Midday,22,4,2 suit
14/03/2002,4740,Evening,9,9,9 suit
15/03/2002,4741,Midday,9,9,9 suit
15/03/2002,4742,Evening,1,1,1 suit
16/03/2002,4743,Midday,31,4,1 suit
16/03/2002,4744,Evening,20,2,0s
18/03/2002,4745,Midday,29,2,9 suit
18/03/2002,4746,Evening,1,1,1 suit
19/03/2002,4747,Midday,33,6,3 suit
19/03/2002,4748,Evening,26,8,6 suit
20/03/2002,4749,Midday,7,7,7 suit
20/03/2002,4750,Evening,36,9,6 suit
21/03/2002,4751,Midday,1,1,1 suit
21/03/2002,4752,Evening,29,2,9 suit
22/03/2002,4753,Midday,35,8,5 suit
22/03/2002,4754,Evening,9,9,9 suit
23/03/2002,4755,Midday,7,7,7 suit
23/03/2002,4756,Evening,15,6,5 suit
25/03/2002,4757,Midday,28,1,8 suit
25/03/2002,4758,Evening,33,6,3 suit
26/03/2002,4759,Midday,32,5,2 suit
26/03/2002,4760,Evening,16,7,6 suit
27/03/2002,4761,Midday,5,5,5 suit
27/03/2002,4762,Evening,36,9,6 suit
28/03/2002,4763,Midday,17,8,7 suit
28/03/2002,4764,Evening,36,9,6 suit
01/04/2002,4765,Midday,14,5,4 suit
01/04/2002,4766,Evening,26,8,6 suit
02/04/2002,4767,Midday,25,7,5 suit
02/04/2002,4768,Evening,3,3,3 suit
03/04/2002,4769,Midday,17,8,7 suit
03/04/2002,4770,Evening,4,4,4 suit
04/04/2002,4771,Midday,32,5,2 suit
04/04/2002,4772,Evening,26,8,6 suit
05/04/2002,4773,Midday,16,7,6 suit
05/04/2002,4774,Evening,28,1,8 suit
06/04/2002,4775,Midday,22,4,2 suit
06/04/2002,4776,Evening,32,5,2 suit
08/04/2002,4777,Midday,6,6,6 suit
08/04/2002,4778,Evening,30,3,0s
09/04/2002,4779,Midday,4,4,4 suit
09/04/2002,4780,Evening,27,9,7 suit
10/04/2002,4781,Midday,34,7,4 suit
10/04/2002,4782,Evening,24,6,4 suit
11/04/2002,4783,Midday,28,1,8 suit
11/04/2002,4784,Evening,32,5,2 suit
12/04/2002,4785,Midday,24,6,4 suit
12/04/2002,4786,Evening,35,8,5 suit
13/04/2002,4787,Midday,4,4,4 suit
13/04/2002,4788,Evening,4,4,4 suit
15/04/2002,4789,Midday,28,1,8 suit
15/04/2002,4790,Evening,3,3,3 suit
16/04/2002,4791,Midday,14,5,4 suit
16/04/2002,4792,Evening,3,3,3 suit
17/04/2002,4793,Midday,4,4,4 suit
17/04/2002,4794,Evening,17,8,7 suit
18/04/2002,4795,Midday,2,2,2 suit
18/04/2002,4796,Evening,24,6,4 suit
19/04/2002,4797,Midday,10,1,0s
19/04/2002,4798,Evening,7,7,7 suit
20/04/2002,4799,Midday,10,1,0s
20/04/2002,4800,Evening,7,7,7 suit
22/04/2002,4801,Midday,8,8,8 suit
22/04/2002,4802,Evening,25,7,5 suit
23/04/2002,4803,Midday,11,2,1 suit
23/04/2002,4804,Evening,35,8,5 suit
24/04/2002,4805,Midday,22,4,2 suit
24/04/2002,4806,Evening,6,6,6 suit
25/04/2002,4807,Midday,32,5,2 suit
25/04/2002,4808,Evening,12,3,2 suit
26/04/2002,4809,Midday,28,1,8 suit
26/04/2002,4810,Evening,2,2,2 suit
27/04/2002,4811,Midday,12,3,2 suit
27/04/2002,4812,Evening,3,3,3 suit
29/04/2002,4813,Midday,3,3,3 suit
29/04/2002,4814,Evening,34,7,4 suit
30/04/2002,4815,Midday,32,5,2 suit
30/04/2002,4816,Evening,17,8,7 suit
01/05/2002,4817,Midday,31,4,1 suit
01/05/2002,4818,Evening,23,5,3 suit
02/05/2002,4819,Midday,12,3,2 suit
02/05/2002,4820,Evening,32,5,2 suit
03/05/2002,4821,Midday,25,7,5 suit
03/05/2002,4822,Evening,10,1,0s
04/05/2002,4823,Midday,36,9,6 suit
04/05/2002,4824,Evening,25,7,5 suit
06/05/2002,4825,Midday,4,4,4 suit
06/05/2002,4826,Evening,1,1,1 suit
07/05/2002,4827,Midday,26,8,6 suit
07/05/2002,4828,Evening,6,6,6 suit
08/05/2002,4829,Midday,23,5,3 suit
08/05/2002,4830,Evening,12,3,2 suit
09/05/2002,4831,Midday,14,5,4 suit
09/05/2002,4832,Evening,7,7,7 suit
10/05/2002,4833,Midday,13,4,3 suit
10/05/2002,4834,Evening,24,6,4 suit
11/05/2002,4835,Midday,30,3,0s
11/05/2002,4836,Evening,16,7,6 suit
13/05/2002,4837,Midday,22,4,2 suit
13/05/2002,4838,Evening,6,6,6 suit
14/05/2002,4839,Midday,21,3,1 suit
14/05/2002,4840,Evening,3,3,3 suit
15/05/2002,4841,Midday,18,9,8 suit
15/05/2002,4842,Evening,7,7,7 suit
16/05/2002,4843,Midday,27,9,7 suit
16/05/2002,4844,Evening,10,1,0s
17/05/2002,4845,Midday,5,5,5 suit
17/05/2002,4846,Evening,14,5,4 suit
18/05/2002,4847,Midday,14,5,4 suit
18/05/2002,4848,Evening,21,3,1 suit
20/05/2002,4849,Midday,2,2,2 suit
20/05/2002,4850,Evening,32,5,2 suit
21/05/2002,4851,Midday,13,4,3 suit
21/05/2002,4852,Evening,15,6,5 suit
22/05/2002,4853,Midday,36,9,6 suit
22/05/2002,4854,Evening,5,5,5 suit
23/05/2002,4855,Midday,24,6,4 suit
23/05/2002,4856,Evening,33,6,3 suit
24/05/2002,4857,Midday,11,2,1 suit
24/05/2002,4858,Evening,2,2,2 suit
25/05/2002,4859,Midday,18,9,8 suit
25/05/2002,4860,Evening,8,8,8 suit
27/05/2002,4861,Midday,24,6,4 suit
27/05/2002,4862,Evening,33,6,3 suit
28/05/2002,4863,Midday,15,6,5 suit
28/05/2002,4864,Evening,23,5,3 suit
29/05/2002,4865,Midday,30,3,0s
29/05/2002,4866,Evening,20,2,0s
31/05/2002,4867,Midday,20,2,0s
31/05/2002,4868,Evening,36,9,6 suit
01/06/2002,4869,Midday,26,8,6 suit
01/06/2002,4870,Evening,24,6,4 suit
03/06/2002,4871,Midday,14,5,4 suit
03/06/2002,4872,Evening,26,8,6 suit
04/06/2002,4873,Midday,29,2,9 suit
04/06/2002,4874,Evening,13,4,3 suit
05/06/2002,4875,Midday,35,8,5 suit
05/06/2002,4876,Evening,11,2,1 suit
06/06/2002,4877,Midday,26,8,6 suit
06/06/2002,4878,Evening,8,8,8 suit
07/06/2002,4879,Midday,2,2,2 suit
07/06/2002,4880,Evening,20,2,0s
08/06/2002,4881,Midday,28,1,8 suit
08/06/2002,4882,Evening,6,6,6 suit
10/06/2002,4883,Midday,22,4,2 suit
10/06/2002,4884,Evening,23,5,3 suit
11/06/2002,4885,Midday,33,6,3 suit
11/06/2002,4886,Evening,30,3,0s
12/06/2002,4887,Midday,9,9,9 suit
12/06/2002,4888,Evening,34,7,4 suit
13/06/2002,4889,Midday,21,3,1 suit
13/06/2002,4890,Evening,10,1,0s
14/06/2002,4891,Midday,15,6,5 suit
14/06/2002,4892,Evening,21,3,1 suit
15/06/2002,4893,Midday,16,7,6 suit
15/06/2002,4894,Evening,10,1,0s
17/06/2002,4895,Midday,34,7,4 suit
17/06/2002,4896,Evening,33,6,3 suit
18/06/2002,4897,Midday,30,3,0s
18/06/2002,4898,Evening,23,5,3 suit
19/06/2002,4899,Midday,20,2,0s
19/06/2002,4900,Evening,3,3,3 suit
20/06/2002,4901,Midday,16,7,6 suit
20/06/2002,4902,Evening,2,2,2 suit
21/06/2002,4903,Midday,1,1,1 suit
21/06/2002,4904,Evening,22,4,2 suit
22/06/2002,4905,Midday,12,3,2 suit
22/06/2002,4906,Evening,10,1,0s
24/06/2002,4907,Midday,8,8,8 suit
24/06/2002,4908,Evening,17,8,7 suit
25/06/2002,4909,Midday,29,2,9 suit
25/06/2002,4910,Evening,9,9,9 suit
26/06/2002,4911,Midday,6,6,6 suit
26/06/2002,4912,Evening,31,4,1 suit
27/06/2002,4913,Midday,36,9,6 suit
27/06/2002,4914,Evening,20,2,0s
28/06/2002,4916,Evening,15,6,5 suit
29/06/2002,4917,Midday,29,2,9 suit
29/06/2002,4918,Evening,26,8,6 suit
01/07/2002,4919,Midday,12,3,2 suit
01/07/2002,4920,Evening,18,9,8 suit
02/07/2002,4921,Midday,4,4,4 suit
02/07/2002,4922,Evening,24,6,4 suit
03/07/2002,4923,Midday,29,2,9 suit
03/07/2002,4924,Evening,17,8,7 suit
04/07/2002,4925,Midday,23,5,3 suit
04/07/2002,4926,Evening,15,6,5 suit
05/07/2002,4927,Midday,33,6,3 suit
05/07/2002,4928,Evening,12,3,2 suit
06/07/2002,4929,Midday,31,4,1 suit
06/07/2002,4930,Evening,4,4,4 suit
08/07/2002,4931,Midday,24,6,4 suit
08/07/2002,4932,Evening,13,4,3 suit
09/07/2002,4933,Midday,4,4,4 suit
09/07/2002,4934,Evening,26,8,6 suit
10/07/2002,4935,Midday,36,9,6 suit
10/07/2002,4936,Evening,28,1,8 suit
11/07/2002,4937,Midday,22,4,2 suit
11/07/2002,4938,Evening,13,4,3 suit
12/07/2002,4939,Midday,19,1,9 suit
12/07/2002,4940,Evening,17,8,7 suit
13/07/2002,4941,Midday,11,2,1 suit
13/07/2002,4942,Evening,2,2,2 suit
15/07/2002,4943,Midday,29,2,9 suit
15/07/2002,4944,Evening,26,8,6 suit
16/07/2002,4945,Midday,30,3,0s
16/07/2002,4946,Evening,8,8,8 suit
17/07/2002,4947,Midday,8,8,8 suit
17/07/2002,4948,Evening,9,9,9 suit
18/07/2002,4949,Midday,35,8,5 suit
18/07/2002,4950,Evening,22,4,2 suit
19/07/2002,4951,Midday,36,9,6 suit
19/07/2002,4952,Evening,5,5,5 suit
20/07/2002,4953,Midday,10,1,0s
20/07/2002,4954,Evening,8,8,8 suit
22/07/2002,4955,Midday,26,8,6 suit
22/07/2002,4956,Evening,23,5,3 suit
23/07/2002,4957,Midday,33,6,3 suit
23/07/2002,4958,Evening,19,1,9 suit
24/07/2002,4959,Midday,11,2,1 suit
24/07/2002,4960,Evening,27,9,7 suit
25/07/2002,4961,Midday,32,5,2 suit
25/07/2002,4962,Evening,19,1,9 suit
26/07/2002,4963,Midday,15,6,5 suit
26/07/2002,4964,Evening,36,9,6 suit
27/07/2002,4965,Midday,24,6,4 suit
